"articleid"	"citation"	"sampleid"	"study"	"sample"	"measure"	"reliability"	"n"	"estimate"	"ICyi"	"ICvi"	"TRRyi"	"TRRvi"	"splithalf"	"parts"	"parts_provided"	"delay"	"aggregate"	"aggregate_num"	"estimate_notes"	"estimate_searchable"	"source"
138	"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	276	"4"	1	"AMP"	"IC"	432	0.73	1.30933331998376	0.00930232558139535	NA	NA	0.57	2	NA	NA	NA	NA	NA	"Yes"	"Review"
138	"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	276	"4"	1	"IAT"	"IC"	421	0.71	1.23787435600162	0.00954653937947494	NA	NA	0.55	2	NA	NA	NA	NA	NA	"Yes"	"Review"
138	"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	276	"4"	1	"IAT"	"IC"	421	0.71	1.23787435600162	0.00954653937947494	NA	NA	0.55	2	NA	NA	NA	NA	NA	"Yes"	"Review"
138	"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	277	"5"	1	"IAT"	"IC"	566	0.69	1.17118298150294	0.00709219858156028	NA	NA	0.53	2	NA	NA	NA	NA	NA	"Yes"	"Review"
139	"Spring, V.L., & Bulik, C.M. (2013). Implicit and explicit affect toward food and weight stimuli in anorexia nervosa. Eating Behaviors, 15, 91-94. "	278	"1"	1	"AMP"	"IC"	52	0.9	2.30258509299405	0.08	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
140	"Spruyt, A., Lemaigre, V., Salhi, B., Van Gucht, D., Tibboel, H., Van Bockstaele, B., … Nackaerts, K. (2015). Implicit attitudes towards smoking predict long-term relapse in abstinent smokers. Psychopharmacology, 232, 2551–2561."	279	"1"	1	"Evaluative Priming"	"IC"	78	0.87	2.04022082852655	0.0328947368421053	NA	NA	NA	5	NA	NA	NA	NA	"T1"	"Yes"	"Search"
140	"Spruyt, A., Lemaigre, V., Salhi, B., Van Gucht, D., Tibboel, H., Van Bockstaele, B., … Nackaerts, K. (2015). Implicit attitudes towards smoking predict long-term relapse in abstinent smokers. Psychopharmacology, 232, 2551–2561."	279	"1"	1	"Evaluative Priming"	"IC"	78	0.18	0.198450938723838	0.0328947368421053	NA	NA	NA	5	NA	NA	NA	NA	"T2"	"Yes"	"Search"
140	"Spruyt, A., Lemaigre, V., Salhi, B., Van Gucht, D., Tibboel, H., Van Bockstaele, B., … Nackaerts, K. (2015). Implicit attitudes towards smoking predict long-term relapse in abstinent smokers. Psychopharmacology, 232, 2551–2561."	279	"1"	1	"Evaluative Priming"	"TRR"	78	-0.25	NA	NA	-0.255412811882995	0.0133333333333333	NA	NA	NA	"4-8 days "	NA	NA	NA	"Yes"	"Search"
140	"Spruyt, A., Lemaigre, V., Salhi, B., Van Gucht, D., Tibboel, H., Van Bockstaele, B., … Nackaerts, K. (2015). Implicit attitudes towards smoking predict long-term relapse in abstinent smokers. Psychopharmacology, 232, 2551–2561."	279	"1"	1	"IAT"	"IC"	78	0.87	2.04022082852655	0.0328947368421053	NA	NA	NA	5	NA	NA	NA	NA	"T1"	"Yes"	"Search"
140	"Spruyt, A., Lemaigre, V., Salhi, B., Van Gucht, D., Tibboel, H., Van Bockstaele, B., … Nackaerts, K. (2015). Implicit attitudes towards smoking predict long-term relapse in abstinent smokers. Psychopharmacology, 232, 2551–2561."	279	"1"	1	"IAT"	"IC"	78	0.89	2.20727491318972	0.0328947368421053	NA	NA	NA	5	NA	NA	NA	NA	"T2"	"Yes"	"Search"
140	"Spruyt, A., Lemaigre, V., Salhi, B., Van Gucht, D., Tibboel, H., Van Bockstaele, B., … Nackaerts, K. (2015). Implicit attitudes towards smoking predict long-term relapse in abstinent smokers. Psychopharmacology, 232, 2551–2561."	279	"1"	1	"IAT"	"TRR"	78	0.4	NA	NA	0.423648930193602	0.0133333333333333	NA	NA	NA	"4-8 days "	NA	NA	NA	"Yes"	"Search"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.9	2.30258509299405	0.105263157894737	NA	NA	0.82	2	NA	NA	NA	NA	"Kerry-Bush/good, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.8	1.6094379124341	0.105263157894737	NA	NA	0.66	2	NA	NA	NA	NA	"Kerry-Bush/good, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.88	2.12026353620009	0.105263157894737	NA	NA	0.79	2	NA	NA	NA	NA	"Bush-Kerry/bad, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.8	1.6094379124341	0.105263157894737	NA	NA	0.66	2	NA	NA	NA	NA	"Bush-Kerry/bad, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.96	3.2188758248682	0.105263157894737	NA	NA	0.92	2	NA	NA	NA	NA	"Female-male/self, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.91	2.40794560865187	0.105263157894737	NA	NA	0.83	2	NA	NA	NA	NA	"Female-male/self, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.77	1.46967597005894	0.105263157894737	NA	NA	0.62	2	NA	NA	NA	NA	"Male-female/other, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"IC"	40	0.68	1.13943428318837	0.105263157894737	NA	NA	0.51	2	NA	NA	NA	NA	"Male-female/other, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"TRR"	40	0.49	NA	NA	0.536060336610567	0.027027027027027	NA	NA	NA	"same session"	NA	NA	"Kerry-Bush/good"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"TRR"	40	0.17	NA	NA	0.171666663500579	0.027027027027027	NA	NA	NA	"same session"	NA	NA	"Bush-Kerry/bad"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"TRR"	40	0.55	NA	NA	0.618381313574464	0.027027027027027	NA	NA	NA	"same session"	NA	NA	"Female-male/self"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	280	"1"	1	"BIAT"	"TRR"	40	0.07	NA	NA	0.0701146706543252	0.027027027027027	NA	NA	NA	"same session"	NA	NA	"Male-female/other"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.89	2.20727491318972	0.0615384615384615	NA	NA	0.8	2	NA	NA	NA	NA	"Kerry-Bush/good, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.83	1.77195684193187	0.0615384615384615	NA	NA	0.71	2	NA	NA	NA	NA	"Kerry-Bush/good, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.63	0.994252273343867	0.0615384615384615	NA	NA	0.46	2	NA	NA	NA	NA	"Bush-Kerry/bad, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.78	1.51412773262978	0.0615384615384615	NA	NA	0.64	2	NA	NA	NA	NA	"Bush-Kerry/bad, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.92	2.52572864430826	0.0615384615384615	NA	NA	0.85	2	NA	NA	NA	NA	"Female-male/self, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.91	2.40794560865187	0.0615384615384615	NA	NA	0.84	2	NA	NA	NA	NA	"Female-male/self, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.82	1.71479842809193	0.0615384615384615	NA	NA	0.7	2	NA	NA	NA	NA	"Male-female/other, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"IC"	67	0.67	1.10866262452161	0.0615384615384615	NA	NA	0.5	2	NA	NA	NA	NA	"Male-female/other, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"TRR"	67	0.32	NA	NA	0.331647108705132	0.015625	NA	NA	NA	"same session"	NA	NA	"Kerry-Bush/good"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"TRR"	67	0.26	NA	NA	0.266108406873654	0.015625	NA	NA	NA	"same session"	NA	NA	"Bush-Kerry/bad"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"TRR"	67	0.68	NA	NA	0.829114038301766	0.015625	NA	NA	NA	"same session"	NA	NA	"Female-male/self"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"BIAT"	"TRR"	67	0.35	NA	NA	0.365443754271396	0.015625	NA	NA	NA	"same session"	NA	NA	"Male-female/other"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"IAT"	"IC"	67	0.93	2.65926003693278	0.0615384615384615	NA	NA	0.87	2	NA	NA	NA	NA	"Candidate, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"IAT"	"IC"	67	0.92	2.52572864430826	0.0615384615384615	NA	NA	0.85	2	NA	NA	NA	NA	"Candidate, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"IAT"	"IC"	67	0.94	2.81341071676004	0.0615384615384615	NA	NA	0.89	2	NA	NA	NA	NA	"Gender Identity, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"IAT"	"IC"	67	0.94	2.81341071676004	0.0615384615384615	NA	NA	0.89	2	NA	NA	NA	NA	"Gender Identity, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"IAT"	"TRR"	67	0.62	NA	NA	0.725005087752999	0.015625	NA	NA	NA	"same session"	NA	NA	"Candidate"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	281	"2"	1	"IAT"	"TRR"	67	0.71	NA	NA	0.887183863258093	0.015625	NA	NA	NA	"same session"	NA	NA	"Gender Identity"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.66	1.07880966137193	0.0272108843537415	NA	NA	0.49	2	NA	NA	NA	NA	"Female-male/self, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.84	1.83258146374831	0.0272108843537415	NA	NA	0.73	2	NA	NA	NA	NA	"Female-male/self, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.86	1.96611285637283	0.0272108843537415	NA	NA	0.76	2	NA	NA	NA	NA	"Asian-American/self, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.68	1.13943428318837	0.0272108843537415	NA	NA	0.52	2	NA	NA	NA	NA	"Asian-American/self, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.88	2.12026353620009	0.0272108843537415	NA	NA	0.79	2	NA	NA	NA	NA	"Kerry-Bush/good, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.84	1.83258146374831	0.0272108843537415	NA	NA	0.72	2	NA	NA	NA	NA	"Kerry-Bush/good, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.83	1.77195684193187	0.0272108843537415	NA	NA	0.71	2	NA	NA	NA	NA	"Coke-Pepsi/pleasant, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.85	1.89711998488588	0.0272108843537415	NA	NA	0.74	2	NA	NA	NA	NA	"Coke-Pepsi/pleasant, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.7	1.20397280432594	0.0272108843537415	NA	NA	0.54	2	NA	NA	NA	NA	"African American-European American/weapons, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.68	1.13943428318837	0.0272108843537415	NA	NA	0.52	2	NA	NA	NA	NA	"African American-European American/weapons, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.81	1.66073120682165	0.0272108843537415	NA	NA	0.68	2	NA	NA	NA	NA	"Male-female/science, T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"IC"	149	0.68	1.13943428318837	0.0272108843537415	NA	NA	0.51	2	NA	NA	NA	NA	"Male-female/science, T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"TRR"	149	0.67	NA	NA	0.810743125475137	0.00684931506849315	NA	NA	NA	"same session"	NA	NA	"Female-male/self"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"TRR"	149	0.39	NA	NA	0.41180003447869	0.00684931506849315	NA	NA	NA	"same session"	NA	NA	"Asian-American/self"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"TRR"	149	0.56	NA	NA	0.632833186665638	0.00684931506849315	NA	NA	NA	"same session"	NA	NA	"Kerry-Bush/good"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"TRR"	149	0.38	NA	NA	0.400059650056057	0.00684931506849315	NA	NA	NA	"same session"	NA	NA	"Coke-Pepsi/pleasant"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"TRR"	149	0.2	NA	NA	0.202732554054082	0.00684931506849315	NA	NA	NA	"same session"	NA	NA	"African American-European American/weapons"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	282	"3"	1	"BIAT"	"TRR"	149	0.24	NA	NA	0.244774112659353	0.00684931506849315	NA	NA	NA	"same session"	NA	NA	"Male-female/science"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.87	2.04022082852655	0.0454545454545455	NA	NA	0.77	2	NA	NA	NA	NA	"Bird–mammal/small–(large), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.77	1.46967597005894	0.0454545454545455	NA	NA	0.62	2	NA	NA	NA	NA	"Bird–mammal/small–(large), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.87	2.04022082852655	0.0454545454545455	NA	NA	0.77	2	NA	NA	NA	NA	"Mammal–bird/large–(small), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.67	1.10866262452161	0.0454545454545455	NA	NA	0.5	2	NA	NA	NA	NA	"Mammal–bird/large–(small), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.8	1.6094379124341	0.0454545454545455	NA	NA	0.66	2	NA	NA	NA	NA	"Young–old/able–(disabled), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.62	0.967584026261706	0.0454545454545455	NA	NA	0.45	2	NA	NA	NA	NA	"Young–old/able–(disabled), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.78	1.51412773262978	0.0454545454545455	NA	NA	0.64	2	NA	NA	NA	NA	"Old–young/disabled–(able), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.77	1.46967597005894	0.0454545454545455	NA	NA	0.63	2	NA	NA	NA	NA	"Old–young/disabled–(able), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.79	1.56064774826467	0.0454545454545455	NA	NA	0.65	2	NA	NA	NA	NA	"Male–female/math–(arts), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.81	1.66073120682165	0.0454545454545455	NA	NA	0.68	2	NA	NA	NA	NA	"Male–female/math–(arts), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.83	1.77195684193187	0.0454545454545455	NA	NA	0.71	2	NA	NA	NA	NA	"Female–male/arts–(math), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.72	1.27296567581289	0.0454545454545455	NA	NA	0.56	2	NA	NA	NA	NA	"Female–male/arts–(math), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.8	1.6094379124341	0.0454545454545455	NA	NA	0.66	2	NA	NA	NA	NA	"Black–White/weapons–(gadgets), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.77	1.46967597005894	0.0454545454545455	NA	NA	0.62	2	NA	NA	NA	NA	"Black–White/weapons–(gadgets), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.76	1.42711635564015	0.0454545454545455	NA	NA	0.61	2	NA	NA	NA	NA	"White–Black/gadgets–(weapons), T1"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"IC"	90	0.55	0.798507696217772	0.0454545454545455	NA	NA	0.38	2	NA	NA	NA	NA	"White–Black/gadgets–(weapons), T2"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.31	NA	NA	0.320545409301946	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Bird–mammal/small–(large)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.17	NA	NA	0.171666663500579	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Mammal–bird/large–(small)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.27	NA	NA	0.2768638226551	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Young–old/able–(disabled)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.35	NA	NA	0.365443754271396	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Old–young/disabled–(able)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.33	NA	NA	0.342828254415394	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Male–female/math–(arts)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.17	NA	NA	0.171666663500579	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Female–male/arts–(math)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.32	NA	NA	0.331647108705132	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"Black–White/weapons–(gadgets)"	"Yes"	"OrigPub"
141	"Sriram, N., & Greenwald, A. G. (2009). The brief implicit association test. Experimental Psychology, 56, 283–294."	283	"4"	1	"BIAT"	"TRR"	90	0.36	NA	NA	0.37688590118819	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	"White–Black/gadgets–(weapons)"	"Yes"	"OrigPub"
142	"Sritharan, R., Heilpern, K., Wilbur, C. J., & Gawronski, B. (2010). I think I like you: Spontaneous and deliberate evaluations of potential romantic partners in an online dating context. European Journal of Social Psychology, 40, 1062-1077. "	284	"1"	1	"AMP"	"IC"	100	0.9	2.30258509299405	0.0408163265306122	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
142	"Sritharan, R., Heilpern, K., Wilbur, C. J., & Gawronski, B. (2010). I think I like you: Spontaneous and deliberate evaluations of potential romantic partners in an online dating context. European Journal of Social Psychology, 40, 1062-1077. "	285	"2"	1	"AMP"	"IC"	80	0.86	1.96611285637283	0.0512820512820513	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
143	"Steffens, M. C. (2005). Implicit and explicit attitudes towards lesbians and gay men. Journal of Homosexuality, 49, 39–66."	286	"1"	1	"IAT"	"IC"	80	0.89	2.20727491318972	0.0512820512820513	NA	NA	NA	2	"No"	NA	NA	NA	"gay men"	"Yes"	"Search"
143	"Steffens, M. C. (2005). Implicit and explicit attitudes towards lesbians and gay men. Journal of Homosexuality, 49, 39–66."	286	"1"	1	"IAT"	"IC"	80	0.9	2.30258509299405	0.0512820512820513	NA	NA	NA	2	"No"	NA	NA	NA	"lesbians"	"Yes"	"Search"
143	"Steffens, M. C. (2005). Implicit and explicit attitudes towards lesbians and gay men. Journal of Homosexuality, 49, 39–66."	287	"2"	1	"IAT"	"IC"	63	0.85	1.89711998488588	0.0655737704918033	NA	NA	NA	2	"No"	NA	NA	NA	"gender"	"Yes"	"Search"
143	"Steffens, M. C. (2005). Implicit and explicit attitudes towards lesbians and gay men. Journal of Homosexuality, 49, 39–66."	287	"2"	1	"IAT"	"IC"	63	0.91	2.40794560865187	0.0655737704918033	NA	NA	NA	2	"No"	NA	"Combined two sub-samples who took IATs about own gender"	2	"gay men / lesbians IAT combined"	"Yes"	"Search"
143	"Steffens, M. C. (2005). Implicit and explicit attitudes towards lesbians and gay men. Journal of Homosexuality, 49, 39–66."	288	"3"	1	"IAT"	"IC"	59	0.91	2.40794560865187	0.0701754385964912	NA	NA	NA	2	"No"	NA	NA	NA	"gender role"	"Yes"	"Search"
